,test_ARI,train_ARI,loglike,RMSE_test,RMSE_train,test_ARI_std,train_ARI_std,loglike_std,RMSE_test_std,RMSE_train_std,method,missing_rate,Unnamed: 0
0,0.7006321819918097,0.7078398094362719,0.16690213029547737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gibbs,0.0,
1,0.6713791742420059,0.6820387253275537,-5.675423296566405,0.0,0.0,0.044065511017762425,0.04045490793256087,0.018494818406246314,0.0,0.0,VBEM,0.0,
2,0.2419727063927842,0.244578125864445,-6.4780181505572925,0.0,0.0,0.13158477294435048,0.1306725973239037,0.26058704129541704,0.0,0.0,EM,0.0,
3,0.22635535517107908,0.23485219432872667,-6.564884941790835,0.0,0.0,0.029364373816181163,0.026981807279997508,0.0001504425407753434,0.0,0.0,EM+mean,0.0,
4,0.699468191492278,0.708033476753703,0.16690810656015742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gibbs+mean,0.0,
5,0.6594816104592891,0.6715130723526703,-5.67937420767467,0.0,0.0,0.04967923146724562,0.045415770028424465,0.01967676902867259,0.0,0.0,VBEM+mean,0.0,
6,0.23025289514781688,0.23729474911015225,-6.564962670205132,0.0,0.0,0.0326358740235195,0.03652002294975384,0.0001157963125464753,0.0,0.0,EM+median,0.0,
7,0.7003141170794857,0.7080422542255806,0.16728013954515902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gibbs+median,0.0,
8,0.6902818875332918,0.6996311279592128,-5.667342572133096,0.0,0.0,0.0287529830732959,0.026457326529275217,0.012107300630193945,0.0,0.0,VBEM+median,0.0,
9,0.20086719624774796,0.21687165854684903,-6.564753791893348,0.0,0.0,0.0420904219235606,0.04669864849738424,0.00027277765744167373,0.0,0.0,EM+mode,0.0,
10,0.6944997906883571,0.7078332209876806,0.16665049942665025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gibbs+mode,0.0,
11,0.6729194628195263,0.6824024091295156,-5.674889839872864,0.0,0.0,0.04167543452136348,0.03979179294020723,0.01774028381838079,0.0,0.0,VBEM+mode,0.0,
12,0.6241945807382864,0.6421768365834739,-5.183900404947052,0.6727386710957152,0.6803543900570268,0.0,0.0,0.0,0.0,0.0,Gibbs,0.1,0.0
13,0.6254885228572082,0.6340457627754437,-5.186321805665032,0.4041903337514909,0.4034650335002433,0.0225112037097149,0.0213830277719806,0.0082219776739644,0.0013731358622427,0.0015951405097642,VBEM,0.1,1.0
14,0.2028851175127185,0.2165790532607785,-5.842522013921887,0.4752388601428586,0.4733761637440685,0.1150457907055014,0.1150592812772582,0.2003152869086888,0.0208046407102739,0.0200919793145156,EM,0.1,2.0
15,0.1815573719430372,0.1932313611456282,-6.567680591887064,0.4824512379341604,0.4804040196671095,0.0230468429549382,0.0210566622635344,5.636696284926933e-05,2.2184712044897548e-05,5.551115123125783e-17,EM+mean,0.1,3.0
16,0.5004061142772384,0.5176082494158525,-63.98173580765639,0.6723554533653334,0.4804040196671094,0.0,0.0,0.0,0.0,0.0,Gibbs+mean,0.1,4.0
17,0.5565459093852856,0.5554709701625622,-6.156551725945649,0.4149715423862172,0.4804040196671095,0.0391554694059744,0.0311943114534485,0.0036068520810989,0.0012675225834765,5.551115123125783e-17,VBEM+mean,0.1,5.0
18,0.1812177718829323,0.1895545460185092,-6.369032615340826,0.4846911804106328,0.6165729444945828,0.0228114811765777,0.0297711295200656,0.000123020005659,4.6456782110984975e-05,0.0,EM+median,0.1,6.0
19,0.6041087532708025,0.570566761932414,-66.35289778032957,0.6814932059020997,0.6165729444945828,0.0,0.0,0.0,0.0,0.0,Gibbs+median,0.1,7.0
20,0.6226128790327501,0.5619449731451519,-5.763162906061124,0.4100757701043107,0.6165729444945828,0.0256270869520348,0.0182381547303548,0.005158453034941,0.0013373696971181,0.0,VBEM+median,0.1,8.0
21,0.1934006191460031,0.1829309577682117,-6.369066729382057,0.4847015147950378,0.6165729444945828,0.0337470798699667,0.0341238032060283,0.0001823824064343,6.882832007850234e-05,0.0,EM+mode,0.1,9.0
22,0.6278469000901999,0.5668450129034492,-66.45011332885178,0.6719720170904272,0.6165729444945828,0.0,0.0,0.0,0.0,0.0,Gibbs+mode,0.1,10.0
23,0.5996713772095527,0.5463762947560421,-5.768650861059868,0.4114558922648431,0.6165729444945828,0.0398319856721045,0.0263881467086466,0.008829152851506,0.0022355934175827,0.0,VBEM+mode,0.1,11.0
24,0.5530637551392013,0.5697794282041563,-4.691611157497548,0.6841791255269742,0.687306567479501,0.0,0.0,0.0,0.0,0.0,Gibbs,0.2,12.0
25,0.5439514230784278,0.5642808850496692,-4.692949448449318,0.4151102130993749,0.4140887533395685,0.0189403011893662,0.0197788099386024,0.0066104752053295,0.0010151734262305,0.0011106887195977,VBEM,0.2,13.0
26,0.1562506735638587,0.1670492055842903,-5.258795500261796,0.4833460198955956,0.4826744118432353,0.030567785063711,0.0207976603294215,0.0005405266926628,0.0001410196117928,0.0001332156291937,EM,0.2,14.0
