,RMSE_test,RMSE_train,loglike,train_ARI,test_ARI,RMSE_test_std,RMSE_train_std,loglike_std,train_ARI_std,test_ARI_std,method,missing_rate
0,0.0,0.0,-7.561171809674767,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Gibbs,0.0
1,0.0,0.0,-5.241088062909073,1.0,1.0,0.0,0.0,2.9743005541449863,0.0,0.0,VBEM,0.0
2,0.0,0.0,-7.836207024107161,1.0,1.0,0.0,0.0,5.699925194922082,0.0,0.0,EM,0.0
3,0.0,0.0,-8.415665793497322,1.0,1.0,0.0,0.0,4.4893733446952275,0.0,0.0,EM+mean,0.0
4,0.0,0.0,-7.981399130204386,0.9494894744645088,0.9469945785583952,0.0,0.0,0.5666571660198111,0.0460277163942163,0.0524554951634062,EM+median,0.0
5,0.0,0.0,-8.126114230717775,0.9521021220503632,0.9539921829420712,0.0,0.0,0.6853463457972169,0.0414724975254198,0.0447195981803067,EM+mode,0.0
6,0.09360187899862046,0.02406533593681002,-7.613209618919657,0.9945061604056412,1.0,0.0,0.0,0.0,0.0,0.0,Gibbs,0.1
7,0.018219513398791822,0.017839886037089914,-5.101491400858913,0.95,0.9,1.7354622257588756e-07,8.924837346388503e-08,2.868411367592184,0.01,0.05018112,VBEM,0.1
8,0.02004237463558766,0.018876666009357022,-7.706115236824273,0.9190957883994744,0.8594074188086811,0.00493843538042834,0.003116514499667865,3.24997880983036,0.0700562318288046,0.0986399722949052,EM,0.1
9,0.2162648241125623,0.2272281087015501,-9.745321759381792,0.6614960269486762,0.356487052656704,0.0,0.0,6.565403622623572,0.032464623614245,0.0306090457912644,EM+mean,0.1
10,0.2576612723485223,0.2551536638725071,-9.675829906585358,0.6396425982440045,0.4585001142950169,0.0,0.0,0.13453413727463234,0.0545941441502945,0.0552184266396009,EM+median,0.1
11,0.36023134385581773,0.3826018900361795,-10.06379794577064,0.5395731641107495,0.4751162593467103,0.0,5.755396159656812e-17,0.22084743378100785,0.0601914463932292,0.0304188689232949,EM+mode,0.1
12,0.08693874048342781,0.08916477744116558,-7.677816779604901,0.9490761298720808,0.97993200471804,0.0,0.0,0.0,0.0,0.0,Gibbs,0.2
13,0.06154016430914173,0.07877881224205818,-5.245511577936086,0.9228003546654694,0.8583752764153142,0.002426310306483279,0.001002759114874093,3.9873682523571494,0.0446476724481819,0.1131976345065744,VBEM,0.2
14,0.06868021730449371,0.08010696479715301,-8.014915713587833,0.845266932734995,0.722366645801997,0.005042911380441249,0.0027512502823779437,2.8894818209994244,0.1119693659718451,0.1159779514919216,EM,0.2
15,0.25635224984317573,0.25260209753788904,-10.662387769561509,0.4289754766653084,0.3129770098585087,2.877698079828406e-17,2.877698079828406e-17,3.6105380932268742,0.0391402072347228,0.06224000276966,EM+mean,0.2
16,0.2736713408379216,0.2690253845626298,-9.99765271411334,0.5538752318369026,0.4094465711489284,2.877698079828406e-17,0.0,0.2599971095137746,0.0839565404423688,0.0747318203360325,EM+median,0.2
17,0.37091966833696466,0.4073008196286786,-10.606841658495489,0.4184293668435357,0.4216186846180445,5.755396159656812e-17,0.0,0.33104622156020524,0.1027453368873582,0.1190809632135509,EM+mode,0.2
18,0.12586189535464495,0.10667634228669842,-8.028229153597952,0.8718989749670044,0.9602776916338868,0.0,0.0,0.0,0.0,0.0,Gibbs,0.3
19,0.07418227903605418,0.08274022127988392,-4.961366898893216,0.9052663495997768,0.747847701751945,0.006472873380636085,0.003612001491827362,1.8018862466547534,0.080674935067136,0.106164813651768,VBEM,0.3
20,0.07854308640269735,0.08811568958926014,-7.569309946308451,0.7397788125182297,0.6985622827916426,0.004195728671545138,0.003817753957924186,4.599796169440691,0.1102242015145279,0.1093748780157448,EM,0.3
21,0.2621765977309645,0.2699679441086449,-11.321260188755003,0.391294822470863,0.3552910073160514,2.877698079828406e-17,2.877698079828406e-17,4.318973712990506,0.0817120278154055,0.087374118406129,EM+mean,0.3
22,0.2883508400691761,0.2876236046005631,-10.151970678047093,0.3988051959853949,0.3541149410794482,2.877698079828406e-17,2.877698079828406e-17,0.31948591179216046,0.082479210977424,0.0749442691685745,EM+median,0.3
23,0.4013519392551387,0.43332409935739014,-11.192924580413289,0.2755510346680365,0.2858744428349376,5.755396159656812e-17,0.0,0.17725048747907024,0.0342139223492357,0.0286081347170309,EM+mode,0.3
24,0.15107995645413094,0.14864536518297308,-8.168488382566535,0.7051647986444057,0.9001900895282274,0.0,0.0,0.0,0.0,0.0,Gibbs,0.4
