,test_ARI,RMSE_train,RMSE_test,train_ARI,loglike,test_ARI_std,RMSE_train_std,RMSE_test_std,train_ARI_std,loglike_std,method,missing_rate
0,0.3974944558123165,0.0,0.0,0.4273124367114665,-3.084160770930838,0.0,0.00022030355520678585,0.00020848239653826773,0.0,0.0,Gibbs,0.0
1,0.429713325227319,0.0,0.0,0.4387998323699135,-3.0850644187152927,0.0401320966990098,0.0015656182971150593,0.004557352146962574,0.0174025962097412,0.11839629250309765,VBEM,0.0
2,0.4429160064020867,0.0,0.0,0.4540117208645989,-3.08004816338934,0.0212069069457126,0.001002877221372128,0.002193007457588899,0.0237672651594531,0.15309439454113813,EM,0.0
3,0.4404643299835795,0.0,0.0,0.4489414705785739,-3.079102759579796,0.0312528654547654,0.004665212309998566,0.002857799187644609,0.0288053655528257,0.0009942244195255017,EM+mean,0.0
4,0.4529287510339494,0.0,0.0,0.4630469863306699,-3.0807197087374583,0.0319893784090943,0.005597141343289628,0.005615327575726888,0.033445686890403,0.0009663995988358349,EM+median,0.0
5,0.4415113978446361,0.0,0.0,0.4526799135775844,-3.079838536323031,0.0269389122285005,0.0025208348308921537,0.0026583021089543494,0.0326391595680888,0.0007510117909634983,EM+mode,0.0
6,0.3829442035255888,0.41155789384180375,0.45753220273457346,0.4082808059294334,-3.086607585104887,0.0,0.0008475801503086757,0.00012978052863768126,0.0,0.0,Gibbs,0.1
7,0.3873622348705967,0.3740959709026853,0.4193180998982327,0.4278648236806687,-3.0868806309709536,0.0196519816175389,0.005203815711278536,0.002938756341332187,0.0268751360232166,0.11839663213481093,VBEM,0.1
8,0.3283943440956607,0.3806241619928209,0.42280456477974626,0.3532561225668644,-3.1129569105701824,0.0256640766248908,0.003508607281168019,0.005027800075353821,0.0149925985293447,0.1525876783126362,EM,0.1
9,0.3327436902082614,0.4158535663998315,0.44937405514911793,0.3658524824233158,-3.110733278026476,0.0294285613244743,0.0013494594176919922,0.0012887276525981176,0.0169844398801966,0.00033159533193694653,EM+mean,0.1
10,0.345016448354269,0.5461480019188937,0.5461280197476489,0.3320250731531576,-3.1097716896301018,0.0352950127107207,0.005884844398226761,0.0021406463652806143,0.0350174241976523,0.0006121245238476384,EM+median,0.1
11,0.3621096327683958,0.5461480019188937,0.5461280197476489,0.3457473173830949,-3.1108977346218376,0.0119503567295629,0.002633501050496683,0.003930073722151383,0.0117956495048254,0.0012059136264965169,EM+mode,0.1
12,0.4018953805481297,0.4357533831461389,0.4656771414743985,0.3824768969083782,-3.0940899302493263,0.0,0.0042164251725281925,0.0027099201427211953,0.0,0.0,Gibbs,0.2
13,0.341089412098512,0.40267927978789125,0.4458632983331937,0.351145104595199,-3.08871609556182,0.0211959006641605,0.004752713617147805,0.0012278169450748342,0.0330431446121533,0.11826080378851976,VBEM,0.2
14,0.3008218080432649,0.42545732645457,0.47028113539400673,0.3289284144404155,-3.228328756175555,0.0083628591923139,0.005371424631912981,0.0018798849254715619,0.0218010961343425,0.15422331864330502,EM,0.2
15,0.2393228569649788,0.4529490523763663,0.46309895668375933,0.2674959438681197,-3.18804796068062,0.0541848267840692,0.0030993760802426923,0.004108050823051407,0.0408245075396184,0.005134017541900582,EM+mean,0.2
16,0.2847986067556953,0.5705821802249382,0.5969099751538567,0.3102755524835467,-3.1883016870758984,0.02036754438309,0.004952137642269012,0.0008772491646549539,0.0147892071059705,0.00027250832854720916,EM+median,0.2
17,0.2923707807211178,0.5705821802249382,0.5969099751538567,0.3138637678353594,-3.1883542830933456,0.0180991809412835,0.0012159377499133285,0.003855714114922391,0.0116750146023392,0.00029031663528909703,EM+mode,0.2
18,0.286467494627483,0.4748093026224442,0.48084930984003726,0.3004774304980229,-3.0951380475878576,0.0,0.002201604302182871,0.0025826196846604793,0.0,0.0,Gibbs,0.3
19,0.298927854447003,0.44138554148452713,0.4543076927549269,0.332822228166993,-3.091781592087428,0.0135437654419326,0.005442175490170914,0.00479706991769945,0.0252528251842746,0.11857735218127802,VBEM,0.3
20,0.2154610008721424,0.4850005814249659,0.48920048299387064,0.3034284487260973,-3.236554572040169,0.0333748786261782,0.005465092278255243,0.0014833740505253764,0.0373165455639069,0.15293347125247123,EM,0.3
21,0.1326973887205096,0.4997010884287304,0.4894963785712545,0.2406454991340898,-3.2876057824574128,0.0388339050198411,0.002008980514958739,0.002705648582287677,0.0320169659610794,1.4610209027167141e-05,EM+mean,0.3
22,0.1591422572708163,0.620628907093786,0.6066671966434118,0.2526305855215243,-3.288821762776216,0.0126661637179427,0.005337998858547771,0.003907215107744747,0.0221557190586611,0.0007324678810877285,EM+median,0.3
23,0.1419897809828058,0.620628907093786,0.6066671966434118,0.255289975733572,-3.286604331045358,0.0114038698042083,0.0029732914123608736,0.0042117062003784265,0.018412029382926,0.0006429125883981447,EM+mode,0.3
24,0.22037914273825,0.4853899375127274,0.4818981644237403,0.2822738636723125,-3.098731879179692,0.0,0.0024736152730643647,0.0027976284024733107,0.0,0.0,Gibbs,0.4
25,0.2554407765542185,0.44995038472157994,0.45110463640631837,0.290534358713513,-3.0942929147522213,0.0305761254108702,0.0014906426661602846,0.0047483527928523245,0.0182821353679794,0.11832556206117548,VBEM,0.4
26,0.1332513826499904,0.4885352398351315,0.485295831678283,0.2279896235989237,-3.2901113534873954,0.0494488905013705,0.006293110249121792,0.005370691475896047,0.0324889967271587,0.15284556069495087,EM,0.4
27,0.0982587845533531,0.5029890951324345,0.5001288256426206,0.1726158088836215,-3.517276328369312,0.0364079491603491,0.005529334002324625,0.004086285210029868,0.0363029248051425,0.1312320904389013,EM+mean,0.4
28,0.1343327480040196,0.6315194848526708,0.6173468033971032,0.1795071315695416,-3.518124156704321,0.0056548913296745,0.0037904231352585923,0.0016245564154426049,0.014009741621091,0.00023051379811066535,EM+median,0.4
29,0.1419491751787064,0.6315194848526708,0.6173468033971032,0.1791111976003847,-3.529995618673872,0.0402987996677197,0.005230401644778536,0.0036939661206265295,0.034624343677355,0.0106469238897465,EM+mode,0.4
30,0.1768105220203822,0.48766403029010835,0.49239567609485413,0.2681480589898501,-3.097182895428709,0.0,0.004951474299257312,0.0034652181012783077,0.0,0.0,Gibbs,0.5
31,0.1990349030116819,0.4532047727895214,0.4691559964071143,0.2947585981141119,-3.100088589419772,0.0123409681228541,0.003954043772729284,0.0005130536165507657,0.0230426794543496,0.11817785792816948,VBEM,0.5
32,0.1260892216074295,0.4879603250705042,0.49065972346406433,0.2000886460075024,-3.341537676743652,0.0396825377486637,0.0009629216400459599,0.00430907696802171,0.0286345171320776,0.15242739147596576,EM,0.5
33,0.1046072492166288,0.5073096213925354,0.5050220929894199,0.1073480281124343,-3.7068934924351935,0.0226812634145525,0.0044057018249869665,0.0030928170395780794,0.0160367773631314,0.16402943616504193,EM+mean,0.5
34,0.1138936988607215,0.6264913946550197,0.6175420801938656,0.1229142938901774,-3.711333064459958,0.0123364268711941,0.0014623389261212572,0.0017214065988153556,0.0179813482458409,0.0002496592099559099,EM+median,0.5
35,0.1137713061587404,0.6264913946550197,0.6175420801938656,0.1491659017449814,-3.708081755315536,0.009390312722795,0.0019314610954749498,0.0027720045404958866,0.0171740830642934,0.00021793021434904505,EM+mode,0.5
36,0.1048567244715551,0.5055410119125446,0.48896566319133206,0.1974042947501917,-3.113524673801265,0.0,4.31015439542909e-05,0.0005305693055330984,0.0,0.0,Gibbs,0.6
37,0.1251942900820108,0.4823613279373698,0.47369167187810907,0.1848910009437004,-3.1199205443113387,0.0118949572128944,0.003635531517843925,0.0014274477951550086,0.0224715019366673,0.11827806241752166,VBEM,0.6
38,0.0904824678675968,0.5108588200425327,0.48720935360874584,0.0570732207090203,-3.344654144196027,0.0214474036027906,0.0027453110724891894,0.004438077947566834,0.0019340595058023,0.15240022896093824,EM,0.6
39,0.040154626118822,0.530923124856875,0.5100793051091447,0.0275135730698452,-4.076033717936209,0.0138710455368484,0.0013003715303003865,0.002714062865015121,0.0147767394903287,0.19683167482988223,EM+mean,0.6
40,0.0669902399099931,0.6514840593924786,0.600331852672614,0.0561783132260904,-4.096095675254406,0.0135405618608991,0.004526617307400419,0.0016969088767174872,0.0186669882309533,0.005082832221757116,EM+median,0.6
41,0.0587655935659335,0.6514840593924786,0.600331852672614,0.0483199925295806,-4.0825056970415305,0.0098649290566657,0.005504318319593988,0.0013254796525017506,0.0139957621602772,0.00582222105744601,EM+mode,0.6
42,0.0785148697788202,0.5174434659662962,0.5199865095676908,0.1080894901256799,-3.19062418555712,0.0,0.0013409424880796868,0.0032217562454690666,0.0,0.0,Gibbs,0.7
43,0.0840572238169394,0.4841394130523976,0.5064100770899853,0.1054351203871822,-3.1521734586005064,0.0106249723905894,0.0038484124804133205,0.001448615288095876,0.0135821066219714,0.11864575883859735,VBEM,0.7
44,0.06,0.5126349833259599,0.5141198198333881,0.032,-3.3411900055712977,0.0,0.004779092648586908,0.001179629996012367,0.0,0.15827503951510732,EM,0.7
45,0.0320740416823116,0.532960222599148,0.538350791926663,0.0022735845243944,-4.61879069504653,0.0035020265263037,0.0006441984251308976,0.0036595681934131143,0.0050069476470867,2.293127822085546e-06,EM+mean,0.7
46,0.0382773913243895,0.6613284901626623,0.636569979960617,0.0322593208494725,-4.616680666020824,0.0123674196544766,0.0034515558788616152,0.003602715800877986,0.0083165552599536,9.512526791992842e-05,EM+median,0.7
47,0.0329070193087035,0.6613284901626623,0.636569979960617,0.0285270911803317,-4.614236696832835,0.0097429574931205,0.003323991799762067,0.0012674341918695908,0.0073997902421706,0.0011642401095413285,EM+mode,0.7
48,0.0275104726865432,0.5203258079049988,0.5099341502017863,0.0372442537967858,-3.276290333161948,0.0,0.0012251246491954298,0.002113851300597675,0.0,0.0,Gibbs,0.8
