,RMSE_test,test_ARI,RMSE_train,loglike,train_ARI,RMSE_test_std,test_ARI_std,RMSE_train_std,loglike_std,train_ARI_std,method,missing_rate
0,0.0,1.0,0.0,-7.561171809674767,1.0,0.0,0.0,0.0,0.0,0.0,Gibbs,0.0
1,0.0,0.8694603327812107,0.0,-5.241088062909073,0.8664774680395138,0.0,0.19941850806154013,0.0,0.6968332468834219,0.20403901089677362,VBEM,0.0
2,0.0,0.9568115942028985,0.0,-7.836207024107161,0.9570609318996416,0.0,0.12956521739130436,0.0,0.4300452579240557,0.1288172043010753,EM,0.0
3,0.0,0.9565746614092234,0.0,-7.689026164219998,0.9567802931338136,0.0,0.13027601577232986,0.0,0.4262734585369288,0.12965912059855936,EM+CC,0.0
4,0.0,0.7717228763908706,0.0,-8.415665793497322,0.7699143578649992,0.0,0.23092787107286866,0.0,0.7228254680837372,0.2323914519929981,EM+mean,0.0
5,0.0,0.913623188405797,0.0,-7.981399130204386,0.9141218637992832,0.0,0.17275362318840579,0.0,0.5770960945168538,0.1717562724014337,EM+median,0.0
6,0.0,0.8704347826086958,0.0,-8.126114230717775,0.8699726223072224,0.0,0.197914138709687,0.0,0.6618230964341876,0.1986327878906106,EM+mode,0.0
7,2.013981043201809,1.0,2.203204807214275,-7.613209618919657,0.9850001687576281,0.0,0.0,0.0,0.0,0.0,Gibbs,0.1
8,2.4287285019755602,0.913623188405797,2.4603439809629526,-5.101491400858913,0.9133902446722985,0.8089582850429872,0.17275362318840579,0.5157861106415352,0.6242398440210459,0.17322035913212622,VBEM,0.1
9,2.2235259874915063,0.9514936940247528,2.331788393575878,-7.706115236824273,0.9514127390232906,0.5987152621446239,0.14551891792574168,0.388239835432326,0.4663019646436392,0.14576178293012823,EM,0.1
10,2.016181571644083,1.0,2.2050217680907442,-7.555343023992033,0.5014112537167731,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,0.0,EM+CC,0.1
11,28.104590527948318,0.3766527159041696,28.05285292611729,-9.745321759381792,0.43831922112924565,0.0,0.05998541344276936,3.552713678800501e-15,0.3892832349082308,0.07880658817993627,EM+mean,0.1
12,28.629030260946923,0.5044601955448607,31.50045232993914,-9.675829906585358,0.5386538400774272,0.0,0.09858561400217586,0.0,0.2549815082467844,0.123708440061048,EM+median,0.1
13,40.02570487286863,0.46188081934313463,47.234801239034496,-10.06379794577064,0.4283249588713218,0.0,0.030399662565656283,7.105427357601002e-15,0.5225669295591607,0.017150621251068577,EM+mode,0.1
14,6.855483046318926,0.97993200471804,8.221885097555258,-7.6778167796049015,0.9214416558359741,0.0,0.0,0.0,0.0,0.0,Gibbs,0.2
15,6.988867138211097,0.8634010860496325,8.379217035794218,-5.245511577936086,0.8360429508755043,0.388960451387916,0.20916503442393874,0.19558064068140302,0.6825644648197162,0.19721097880476288,VBEM,0.2
16,7.0152451956738435,0.8510757707584238,8.37246553135845,-8.014915713587833,0.8283706997360165,0.4299518175778383,0.22919772407482708,0.20512469526526503,0.6979929542168856,0.2093654396682677,EM,0.2
17,7.175250285041633,0.8853717449140415,8.244375367806025,-7.911359247119478,0.24262121471322023,0.6778116456512567,0.18982831195784972,0.24392314134392284,0.6932228096436532,0.05111630569561557,EM+CC,0.2
