,test_ARI,RMSE_train,RMSE_test,train_ARI,loglike,test_ARI_std,RMSE_train_std,RMSE_test_std,train_ARI_std,loglike_std,method,missing_rate
0,0.39749445581231657,0.0,0.0,0.4273124367114665,-3.0843253065727416,0.0,0.0,0.0,0.0,0.0,Gibbs,0.0
1,0.429713325227319,0.0,0.0,0.4387998323699135,-3.0851570637045627,0.0331670220652974,0.0,0.0,0.017402596209741255,0.0004457302705196869,VBEM,0.0
2,0.4429160064020867,0.0,0.0,0.45401172086459896,-3.079932604066017,0.021206906945712638,0.0,0.0,0.023767265159453113,0.0009218164042471837,EM,0.0
3,0.44046432998357954,0.0,0.0,0.4489414705785739,-3.0798774626644927,0.031252865454765404,0.0,0.0,0.0288053655528257,0.0015153550061355616,EM+mean,0.0
4,0.4529287510339494,0.0,0.0,0.4630469863306699,-3.079692442241781,0.031989378409094396,0.0,0.0,0.03344568689040309,0.0014729455857885126,EM+median,0.0
5,0.4415113978446361,0.0,0.0,0.4526799135775844,-3.0798432087854635,0.0269389122285005,0.0,0.0,0.032639159568088855,0.0011446605562620885,EM+mode,0.0
6,0.38294420352558883,0.7004041959724749,0.6932677369088798,0.4002752999308171,-2.824203475047643,0.0,0.0,0.0,0.0,0.0,Gibbs,0.1
7,0.38736223487059673,0.4351201730515191,0.4477293912089818,0.40944002266092705,-2.824838181053798,0.01624130712193307,0.0003225820155261642,0.0011353781565707044,0.026875136023216638,0.0004462377728331308,VBEM,0.1
8,0.3083943440956607,0.44330789889683314,0.44741223786216544,0.35325612256686445,-2.8416030984494576,0.005664076624890838,0.0001287012705170733,4.529063392531327e-05,0.004037942683903208,0.0002561261487602912,EM,0.1
9,0.33274369020826144,0.4900469681170276,0.47827820033884577,0.36585248242331586,-3.2451722085372667,0.02942856132447432,5.551115123125783e-17,5.551115123125783e-17,0.016984439880196666,0.0005054036456896402,EM+mean,0.1
10,0.34501644835426903,0.6360913136721333,0.606808910830721,0.33202507315315766,-3.067024883702751,0.035295012710720775,1.1102230246251565e-16,0.0,0.03501742419765234,0.0009329744304948267,EM+median,0.1
11,0.3621096327683958,0.6360913136721333,0.606808910830721,0.3457473173830949,-3.068044058362143,0.011950356729562947,1.1102230246251565e-16,0.0,0.011795649504825444,0.0018380027838691658,EM+mode,0.1
12,0.4018953805481297,0.6933188710186454,0.6684718870486652,0.3824768969083782,-2.5227986202766046,0.0,0.0,0.0,0.0,0.0,Gibbs,0.2
13,0.34108941209851207,0.451333734060706,0.45101670107839703,0.35114510459519904,-2.5224716847422046,0.01751727327616574,0.0001961669655810387,0.0005303739671811615,0.022028763074768927,0.00024327321654066142,VBEM,0.2
14,0.17082180804326502,0.47273036272730007,0.47145978485614715,0.17892841444041555,-2.604340173457401,0.008362859192313943,0.0006464264558145496,0.0006608531315289794,0.010661204036550723,0.0024049221974415413,EM,0.2
